<<<<<<< HEAD
Bush NNP 
administration NN 
said DT
that DT
requiring VBG 
that DT
both DT
parents NNS 
be DT
notified DT
is DT
a DT
reasonable JJ 
regulation NN 
, , 
and DT
that DT
there DT
is DT
no DT
need DT
to TO 
have DT
an DT
alternative DT
that DT
allows VBZ 
minors NNS 
to TO 
go DT
to TO 
court DT
for DT
a DT
judge DT
's DT
permission NN 
instead RB 
. . 
 OOV
The DT
case NN 
, , 
Hodgson OOV
vs. DT
Minnesota NNP 
, , 
will DT
be DT
argued DT
Nov. DT
29 CD 
. . 
 OOV
Aluminum DT
Co. DT
of DT
America NNP 
, , 
hit DT
hard DT
by DT
the DT
strength NN 
of DT
the DT
dollar NN 
overseas DT
, , 
said DT
net DT
income NN 
for DT
the DT
third DT
quarter NN 
dropped DT
3.2 CD 
% DT
to TO 
$ $ 
219 CD 
million CD 
, , 
or CC 
$ $ 
2.46 CD 
a DT
share DT
. . 
 OOV
The DT
nation NN 
's DT
No. DT
1 DT
aluminum DT
maker NN 
earned DT
$ $ 
226.3 CD 
million CD 
, , 
or CC 
$ $ 
2.56 CD 
a DT
share DT
, , 
a DT
year NN 
earlier DT
. . 
 OOV
Revenue DT
rose DT
11 DT
% DT
to TO 
$ $ 
2.83 OOV
billion CD 
from IN 
$ $ 
2.56 CD 
billion CD 
. . 
 OOV
Analysts NNS 
, , 
who WP 
were VBD 
expecting VBG 
Alcoa NNP 
to TO 
post DT
around DT
$ $ 
2.70 CD 
to TO 
$ $ 
3 DT
a DT
share DT
, , 
were VBD 
surprised DT
at DT
the DT
lackluster DT
third-quarter DT
results DT
. . 
 OOV
`` `` 
It PRP 
's DT
disappointing JJ 
, , 
'' '' 
said DT
William NNP 
Siedenburg OOV
, , 
an DT
analyst NN 
with DT
Smith NNP 
Barney NNP 
, , 
Harris NNP 
Upham NNP 
& DT
Co NNP 
. . 
 OOV
Much DT
of DT
the DT
earnings DT
decline DT
was VBD 
led DT
by DT
currency-exchange JJ 
rate DT
adjustments NNS 
, , 
which WDT 
affected DT
the DT
bottom DT
line DT
by DT
$ $ 
15.3 CD 
million CD 
, , 
or CC 
17 CD 
cents NNS 
a DT
share DT
, , 
compared DT
with DT
$ $ 
3.6 CD 
million CD 
, , 
or CC 
four CD 
cents NNS 
a DT
share DT
, , 
the DT
previous JJ 
year NN 
. . 
 OOV
Lower DT
prices NNS 
for DT
aluminum DT
ingots NNS 
and DT
certain JJ 
alloy NN 
products NNS 
and DT
a DT
shift DT
in DT
the DT
product NN 
mix DT
also RB 
contributed DT
to TO 
lower DT
earnings DT
, , 
the DT
company NN 
said DT
. . 
 OOV
`` `` 
In DT
addition NN 
, , 
costs DT
were VBD 
higher DT
partly RB 
due DT
to TO 
scheduled DT
plant DT
outages NNS 
for DT
modernization NN 
work DT
, , 
'' '' 
the DT
company NN 
said DT
. . 
 OOV
Excluding DT
the DT
higher DT
tax DT
rate DT
, , 
which WDT 
rose DT
two CD 
percentage NN 
points DT
to TO 
38 CD 
% DT
, , 
and DT
the DT
negative DT
exchange DT
rate DT
adjustment NN 
, , 
the DT
company NN 
would MD 
have DT
met DT
analysts NNS 
' DT
expectations NNS 
, , 
said DT
R. NNP 
Wayne NNP 
Atwell OOV
, , 
an DT
analyst NN 
with DT
Goldman NNP 
, , 
Sachs NNP 
& DT
Co NNP 
. . 
 OOV
Noting VBG 
that DT
the DT
third DT
quarter NN 
is DT
usually RB 
the DT
aluminum DT
industry NN 
's DT
slowest JJS 
, , 
Mr. NNP 
Atwell OOV
added DT
, , 
`` `` 
the DT
third DT
quarter NN 
is DT
never RB 
a DT
bang NN 
up DT
period NN 
for DT
them DT
anyway RB 
. . 
'' '' 
 OOV
Nevertheless RB 
, , 
the DT
company NN 
said DT
shipments NNS 
were VBD 
up DT
slightly RB 
to TO 
679,000 OOV
metric DT
tons NNS 
from IN 
671,000 OOV
, , 
buffing OOV
the DT
impact DT
of DT
the DT
unexpected JJ 
earning DT
decline DT
. . 
 OOV
The DT
results DT
were VBD 
announced DT
after DT
the DT
stock DT
market DT
closed DT
. . 
 OOV
In DT
New DT
York NNP 
Stock DT
Exchange DT
composite DT
trading DT
Friday NNP 
, , 
Alcoa NNP 
closed DT
at DT
$ $ 
72 CD 
a DT
share DT
, , 
down DT
$ $ 
4.75 CD 
, , 
in DT
a DT
sharply RB 
lower DT
market DT
. . 
 OOV
For IN 
20 DT
years NNS 
, , 
federal JJ 
rules DT
have DT
barred DT
the DT
three CD 
major DT
television NN 
networks NNS 
from IN 
sharing DT
in DT
one DT
of DT
the DT
most DT
lucrative JJ 
and DT
fastest-growing DT
parts NNS 
of DT
the DT
television NN 
business NN 
. . 
 OOV
And CC 
for DT
six CD 
years NNS 
, , 
NBC NNP 
, , 
ABC NNP 
and DT
CBS NNP 
have DT
negotiated DT
with DT
Hollywood NNP 
studios NNS 
in DT
a DT
futile JJ 
attempt DT
to TO 
change DT
that DT
. . 
 OOV
But DT
with DT
foreign JJ 
companies NNS 
snapping VBG 
up DT
U.S. DT
movie NN 
studios NNS 
, , 
the DT
networks NNS 
are DT
pressing DT
their PRP$ 
fight DT
harder DT
than DT
ever RB 
. . 
 OOV
They PRP 
hope DT
the DT
foreign JJ 
deals DT
will DT
divide DT
the DT
Hollywood NNP 
opposition NN 
and DT
prod VB 
Congress NNP 
to TO 
push DT
for DT
ending DT
federal JJ 
rules DT
that DT
prohibit DT
the DT
networks NNS 
from IN 
grabbing VBG 
a DT
piece DT
of DT
rerun OOV
sales DT
and DT
owning DT
part DT
of DT
the DT
shows DT
they PRP 
put DT
on DT
the DT
air DT
. . 
 OOV
Even DT
network DT
executives NNS 
, , 
however RB 
, , 
admit DT
privately RB 
that DT
victory NN 
-- : 
either DT
in DT
Congress NNP 
or CC 
in DT
talks DT
with DT
the DT
studios NNS 
-- : 
is DT
highly RB 
doubtful JJ 
any DT
time DT
soon RB 
. . 
 OOV
And CC 
so DT
the DT
networks NNS 
also RB 
are DT
pushing VBG 
for DT
new JJ 
ways NNS 
to TO 
sidestep OOV
the DT
`` `` 
fin-syn OOV
'' '' 
provisions NNS 
, , 
known DT
formally RB 
as DT
the DT
Financial DT
Interest DT
and DT
Syndication OOV
Rules DT
. . 
 OOV
That DT
became VBD 
clear DT
last DT
week NN 
with DT
the DT
disclosure NN 
that DT
National DT
Broadcasting NNP 
Co. DT
, , 
backed DT
by DT
the DT
deep DT
pockets DT
of DT
parent DT
General DT
Electric NNP 
Co. DT
, , 
had DT
tried DT
to TO 
help DT
fund DT
Qintex NNP 
Australia NNP 
Ltd. NNP 
's DT
now-scuttled OOV
$ $ 
1.5 CD 
billion CD 
bid DT
for DT
MGM\/UA DT
Communications DT
Co NNP 
. . 
 OOV
NBC NNP 
's DT
interest DT
may MD 
revive DT
the DT
deal DT
, , 
which WDT 
MGM\/UA DT
killed DT
last DT
week NN 
when WRB 
the DT
Australian DT
concern DT
had DT
trouble NN 
raising DT
cash DT
. . 
 OOV
Even DT
if IN 
that DT
deal DT
is DT
n't RB 
revived DT
, , 
NBC NNP 
hopes DT
to TO 
find DT
another DT 
. . 
 OOV
`` `` 
Our DT
doors NNS 
are DT
open DT
, , 
'' '' 
an DT
NBC NNP 
spokesman NN 
says VBZ 
. . 
 OOV
NBC NNP 
may MD 
yet DT
find DT
a DT
way DT
to TO 
take DT
a DT
passive DT
, , 
minority NN 
interest DT
in DT
a DT
program-maker OOV
without IN 
violating VBG 
the DT
rules DT
. . 
 OOV
And CC 
any DT
NBC NNP 
effort NN 
could MD 
prompt DT
CBS NNP 
Inc. DT
and DT
ABC NNP 
's DT
parent DT
, , 
Capital DT
Cities\/ABC NNP 
Inc. DT
, , 
to TO 
look DT
for DT
ways NNS 
of DT
skirting VBG 
the DT
fin-syn OOV
regulations NNS 
. . 
 OOV
But DT
the DT
networks NNS 
' DT
push DT
may MD 
only DT
aggravate DT
an DT
increasingly RB 
bitter JJ 
rift NN 
between IN 
them DT
and DT
Hollywood NNP 
studios NNS 
. . 
 OOV
Both DT
sides NNS 
are DT
to TO 
sit DT
down DT
next DT
month NN 
for DT
yet DT
another DT 
meeting DT
on DT
how WRB 
they PRP 
might DT
agree DT
on DT
reducing VBG 
fin-syn OOV
restraints NNS 
. . 
 OOV
Few JJ 
people DT
privy OOV
to TO 
the DT
talks DT
expect DT
the DT
studios NNS 
to TO 
budge VB 
. . 
 OOV
The DT
networks NNS 
still DT
are DT
`` `` 
uninhibited OOV
in DT
their PRP$ 
authority NN 
'' '' 
over DT
what DT
shows DT
get DT
on DT
the DT
air DT
, , 
charges DT
Motion NNP 
Picture NNP 
Association DT
President DT
Jack NNP 
Valenti OOV
, , 
the DT
most DT
vociferous OOV
opponent NN 
of DT
rescinding VBG 
the DT
rules DT
. . 
 OOV
Studios DT
are DT
`` `` 
powerless JJ 
'' '' 
to TO 
get DT
shows DT
in DT
prime-time DT
lineups NNS 
and DT
keep DT
them DT
there DT
long DT
enough DT
to TO 
go DT
into IN 
lucrative JJ 
rerun OOV
sales DT
, , 
he PRP 
contends VBZ 
. . 
 OOV
And CC 
that DT
's DT
why WRB 
the DT
rules DT
, , 
for DT
the DT
most DT
part DT
, , 
must MD 
stay DT
in DT
place DT
, , 
he PRP 
says VBZ 
. . 
 OOV
Studio OOV
executives NNS 
in DT
on DT
the DT
talks DT
- : 
including VBG 
officials NNS 
at DT
Paramount NNP 
Communications DT
Inc. DT
, , 
Fries OOV
Entertainment DT
Inc. DT
, , 
Warner NNP 
Communications DT
Inc. DT
and DT
MCA NNP 
Inc. DT
-- : 
declined DT
to TO 
be DT
interviewed DT
. . 
 OOV
But DT
Mr. NNP 
Valenti OOV
, , 
who WP 
represents VBZ 
the DT
studios NNS 
, , 
asserts VBZ 
: : 
`` `` 
The DT
whole DT
production NN 
industry NN 
, , 
to TO 
a DT
man DT
, , 
is DT
on DT
the DT
side DT
of DT
preserving VBG 
'' '' 
the DT
rules DT
. . 
 OOV
Such DT
proclamations NNS 
leave DT
network DT
officials NNS 
all DT
the DT
more DT
doubtful JJ 
that DT
the DT
studios NNS 
will DT
bend VB 
. . 
 OOV
`` `` 
They PRP 
do DT
n't RB 
seem DT
to TO 
have DT
an DT
incentive DT
to TO 
negotiate DT
, , 
'' '' 
says VBZ 
one DT
network DT
executive DT
. . 
 OOV
`` `` 
And CC 
there DT
's DT
no DT
indication NN 
that DT
Washington NNP 
is DT
prepared DT
to TO 
address DT
the DT
rules DT
. . 
 OOV
That DT
's DT
the DT
problem NN 
, , 
is DT
n't RB 
it PRP 
? . 
'' '' 
 OOV
Indeed DT
it PRP 
is DT
. . 
 OOV
Congress NNP 
has DT
said DT
repeatedly RB 
it PRP 
wants VBZ 
no DT
part DT
of DT
the DT
mess NN 
, , 
urging VBG 
the DT
studios NNS 
and DT
the DT
networks NNS 
, , 
which WDT 
license DT
rights NNS 
to TO 
air DT
shows DT
made DT
by DT
the DT
studios NNS 
, , 
to TO 
work DT
out DT
their PRP$ 
own DT
compromise DT
. . 
 OOV
But DT
recent JJ 
developments NNS 
have DT
made DT
the DT
networks NNS 
-- : 
and DT
NBC NNP 
President DT
Robert NNP 
Wright NNP 
, , 
in DT
particular DT
-- : 
ever RB 
more DT
adamant JJ 
that DT
the DT
networks NNS 
must MD 
be DT
unshackled OOV
to TO 
survive DT
. . 
 OOV
The DT
latest DT
provocation NN 
: : 
Sony NNP 
Corp. DT
's DT
plan DT
to TO 
acquire DT
Columbia NNP 
Pictures DT
Entertainment DT
Inc. DT
for DT
$ $ 
3.4 CD 
billion CD 
, , 
and DT
to TO 
buy DT
independent DT
producer NN 
Guber NNP 
Peters NNP 
Entertainment DT
Co. DT
for DT
$ $ 
200 CD 
million CD 
. . 
 OOV
`` `` 
I DT
wonder DT
what DT
Walter NNP 
Cronkite NNP 
will DT
think DT
of DT
the DT
Sony\/Columbia OOV
Broadcast NNP 
System DT
Trinitron OOV
Evening OOV
News DT
with DT
Dan NNP 
Rather DT
broadcast DT
exclusively RB 
from IN 
Tokyo NNP 
, , 
'' '' 
wrote VBD 
J.B. OOV
Holston OOV
, , 
an DT
NBC NNP 
vice DT
president DT
, , 
in DT
a DT
commentary NN 
in DT
last DT
week NN 
's DT
issue DT
of DT
Broadcasting NNP 
magazine NN 
. . 
 OOV
In DT
his DT
article NN 
, , 
Mr. NNP 
Holston OOV
, , 
who WP 
was VBD 
in DT
Europe NNP 
last DT
week NN 
and DT
unavailable JJ 
, , 
complained DT
that DT
the DT
`` `` 
archaic JJ 
restraints NNS 
'' '' 
in DT
fin-syn OOV
rules DT
have DT
`` `` 
contributed DT
directly RB 
to TO 
the DT
acquisition NN 
of DT
the DT
studios NNS 
by DT
non-U.S. DT
enterprises NNS 
. . 
 OOV
'' '' 
( ( 
He PRP 
did VBD 
n't RB 
mention DT
that DT
NBC NNP 
, , 
in DT
the DT
meantime DT
, , 
was VBD 
hoping VBG 
to TO 
assist VB 
Australia NNP 
's DT
Qintex NNP 
in DT
buying DT
 OOV
An DT
NBC NNP 
spokesman NN 
counters NNS 
that DT
Mr. NNP 
Holston OOV
's DT
lament NN 
was VBD 
`` `` 
entirely RB 
consistent JJ 
'' '' 
with DT
NBC NNP 
plans DT
because DT
the DT
U.S. DT
rules DT
would MD 
limit DT
NBC NNP 
's DT
involvement NN 
in DT
the DT
Qintex NNP 
deal DT
so DT
severely RB 
as DT
to TO 
be DT
`` `` 
light DT
years NNS 
away DT
from IN 
the DT
type NN 
of DT
unrestrained JJ 
deals DT
available JJ 
to TO 
Sony NNP 
-- : 
and DT
everyone NN 
else DT
except DT
the DT
three CD 
networks NNS 
. . 
'' '' 
 OOV
The DT
Big DT
Three DT
's DT
drumbeat OOV
for DT
deregulation NN 
began VBD 
intensifying VBG 
in DT
the DT
summer NN 
when WRB 
the DT
former DT
Time DT
Inc. DT
went VBD 
ahead DT
with DT
plans DT
to TO 
acquire DT
Warner NNP 
. . 
 OOV
Although IN 
Time DT
already RB 
had DT
a DT
long-term DT
contract DT
to TO 
buy DT
movies NNS 
from IN 
Warner NNP 
, , 
the DT
merger NN 
will DT
let DT
Time DT
's DT
largely RB 
unregulated JJ 
pay-cable NN 
channel DT
, , 
Home DT
Box NNP 
Office DT
, , 
own DT
the DT
Warner NNP 
movies NNS 
aired DT
on DT
HBO NNP 
-- : 
a DT
vertical JJ 
integration NN 
that DT
is DT
effectively RB 
blocked DT
by DT
fin-syn OOV
regulations NNS 
. . 
 OOV
NBC NNP 
's DT
Mr. NNP 
Wright NNP 
led DT
the DT
way DT
in DT
decrying OOV
the DT
networks NNS 
' DT
inability NN 
to TO 
match DT
a DT
Time-Warner OOV
combination NN 
. . 
 OOV
He PRP 
spoke VBD 
up DT
again RB 
when WRB 
the DT
Sony NNP 
bid DT
for DT
Columbia NNP 
was VBD 
announced DT
. . 
 OOV
Since IN 
NBC NNP 
's DT
interest DT
in DT
the DT
Qintex NNP 
bid DT
for DT
MGM\/UA DT
was VBD 
disclosed DT
, , 
Mr. NNP 
Wright NNP 
has DT
n't RB 
been VBN 
available JJ 
for DT
comment DT
. . 
 OOV
With DT
a DT
Qintex NNP 
deal DT
, , 
NBC NNP 
would MD 
move DT
into IN 
uncharted JJ 
territory NN 
-- : 
possibly RB 
raising DT
hackles NNS 
at DT
the DT
studios NNS 
and DT
in DT
Washington NNP 
. . 
 OOV
`` `` 
It PRP 
's DT
never RB 
really RB 
been VBN 
tested DT
, , 
'' '' 
says VBZ 
William NNP 
Lilley OOV
III NNP 
, , 
who WP 
as DT
a DT
top DT
CBS NNP 
executive DT
spent DT
years NNS 
lobbying DT
to TO 
have DT
the DT
rules DT
lifted DT
. . 
 OOV
He PRP 
now DT
runs DT
Policy DT
Communications DT
in DT
Washington NNP 
, , 
consulting DT
to TO 
media DT
companies NNS 
. . 
 OOV
Fin-syn OOV
rules DT
do DT
n't RB 
explicitly RB 
block DT
a DT
network DT
from IN 
buying DT
a DT
passive DT
, , 
small JJ 
stake NN 
in DT
a DT
company NN 
that DT
profits DT
from IN 
the DT
rerun OOV
syndication NN 
networks NNS 
ca MD 
n't RB 
enjoy DT
. . 
 OOV
Hence RB 
, , 
NBC NNP 
might DT
be DT
able JJ 
to TO 
take DT
, , 
say DT
, , 
a DT
5 CD 
% DT
stake NN 
in DT
a DT
company NN 
such DT
as DT
MGM\/UA DT
. . 
 OOV
If IN 
the DT
transaction NN 
raised DT
objections NNS 
, , 
the DT
studio NN 
's DT
syndication NN 
operations NNS 
could MD 
be DT
spun DT
off DT
into IN 
a DT
separate DT
firm DT
in DT
which WDT 
the DT
network DT
does VBZ 
n't RB 
have DT
a DT
direct DT
stake NN 
. . 
 OOV
But DT
such DT
convolutions OOV
would MD 
still DT
block DT
the DT
networks NNS 
from IN 
grabbing VBG 
a DT
big JJ 
chunk NN 
of DT
the DT
riches NNS 
of DT
syndication NN 
. . 
 OOV
Under IN 
current DT
rules DT
, , 
even DT
when WRB 
a DT
network DT
fares NNS 
well DT
with DT
a DT
100%-owned OOV
series DT
-- : 
ABC NNP 
, , 
for DT
example NN 
, , 
made DT
a DT
killing DT
in DT
broadcasting DT
its PRP$ 
popular JJ 
crime\/comedy OOV
`` `` 
Moonlighting OOV
'' '' 
-- : 
it PRP 
is DT
n't RB 
allowed DT
to TO 
share DT
in DT
the DT
continuing DT
proceeds DT
when WRB 
the DT
reruns NNS 
are DT
sold DT
to TO 
local JJ 
stations NNS 
. . 
 OOV
Instead RB 
, , 
ABC NNP 
will DT
have DT
to TO 
sell DT
off DT
the DT
rights NNS 
for DT
a DT
one-time JJ 
fee NN 
. . 
 OOV
The DT
networks NNS 
admit DT
that DT
the DT
chances NNS 
of DT
getting VBG 
the DT
relief NN 
they PRP 
want DT
are DT
slim JJ 
-- : 
for DT
several JJ 
years NNS 
at DT
the DT
least DT
. . 
 OOV
Six CD 
years NNS 
ago DT
they PRP 
were VBD 
tantalizingly OOV
close DT
. . 
 OOV
The DT
Reagan-era NN 
Federal DT
Communications DT
Commission DT
had DT
ruled DT
in DT
favor DT
of DT
killing DT
most DT
of DT
the DT
rules DT
. . 
 OOV
Various JJ 
evidence NN 
, , 
including VBG 
a DT
Brookings NNP 
Institution NNP 
study DT
of DT
some DT
800 CD 
series DT
that DT
the DT
networks NNS 
had DT
aired DT
and DT
had DT
partly RB 
owned DT
in DT
the DT
1960s DT
, , 
showed DT
the DT
networks NNS 
did VBD 
n't RB 
wield OOV
undue JJ 
control DT
over DT
the DT
studios NNS 
as DT
had DT
been VBN 
alleged DT
. . 
 OOV
But DT
just DT
eight CD 
days DT
before DT
the DT
rules DT
were VBD 
to TO 
die DT
, , 
former DT
President DT
Ronald NNP 
Reagan DT
, , 
a DT
one-time JJ 
actor NN 
, , 
intervened DT
on DT
behalf NN 
of DT
Hollywood NNP 
. . 
 OOV
The DT
FCC NNP 
effort NN 
collapsed DT
. . 
 OOV
The DT
networks NNS 
and DT
studios NNS 
have DT
bickered VBN 
ever RB 
since DT
. . 
 OOV
Network NNP 
officials NNS 
involved DT
in DT
the DT
studio NN 
talks DT
may MD 
hope DT
the DT
foreign JJ 
influx NN 
builds VBZ 
more DT
support DT
in DT
Washington NNP 
, , 
but DT
that DT
seems VBZ 
unlikely DT
. . 
 OOV
In DT
Congress NNP 
, , 
the DT
issue DT
falters VBZ 
: : 
It PRP 
's DT
about DT
money NN 
, , 
not RB 
program DT
quality DT
, , 
and DT
Hollywood NNP 
has DT
lots NNS 
of DT
clout NN 
given DT
its PRP$ 
fund DT
raising DT
for DT
senators NNS 
and DT
representatives NNS 
overseeing VBG 
the DT
issue DT
. . 
 OOV
A DT
spokesman NN 
for DT
Rep. NNP 
Edward NNP 
J. NNP 
Markey NNP 
( ( 
D-Mass. OOV
) ) 
, , 
who WP 
heads DT
a DT
subcommittee NN 
that DT
oversees VBZ 
the DT
FCC NNP 
, , 
says VBZ 
Mr. NNP 
Markey NNP 
feels VBZ 
`` `` 
the DT
world NN 
has DT
been VBN 
forever RB 
changed DT
by DT
the DT
Sony-Columbia OOV
deal DT
. . 
'' '' 
 OOV
But DT
he PRP 
said DT
Mr. NNP 
Markey NNP 
hopes DT
this DT
pushes VBZ 
the DT
networks NNS 
and DT
studios NNS 
to TO 
work DT
it PRP 
out DT
on DT
their PRP$ 
own DT
. . 
 OOV
And CC 
at DT
the DT
FCC NNP 
, , 
meanwhile DT
, , 
new JJ 
Chairman DT
Alfred NNP 
C. NNP 
Sikes NNP 
has DT
said DT
he PRP 
wants VBZ 
the DT
two CD 
sides NNS 
to TO 
hammer VB 
out DT
their PRP$ 
own DT
plan DT
. . 
 OOV
Recognition NNP 
Equipment DT
Inc. DT
said DT
it PRP 
settled DT
a DT
civil JJ 
action NN 
filed DT
against IN 
it PRP 
by DT
the DT
federal JJ 
government NN 
on DT
behalf NN 
of DT
the DT
U.S. DT
Postal DT
Service DT
. . 
 OOV
The DT
government NN 
sued DT
the DT
company NN 
in DT
April NNP 
, , 
seeking VBG 
$ $ 
23,000 CD 
and DT
other JJ 
unspecified JJ 
damages DT
related DT
to TO 
an DT
alleged DT
contract-steering OOV
scheme NN 
. . 
 OOV
The DT
suit DT
named DT
the DT
company NN 
, , 
former DT
chief DT
executive DT
officer NN 
William NNP 
G. NNP 
Moore NNP 
Jr. NNP 
, , 
former DT
vice DT
president DT
Robert NNP 
W. DT
Reedy NNP 
and DT
five CD 
defendants NNS 
who WP 
were VBD 
n't RB 
part DT
of DT
the DT
company NN 
. . 
 OOV
The DT
suit DT
charged DT
the DT
defendants NNS 
with DT
causing VBG 
Peter NNP 
E. NNP 
Voss NNP 
, , 
an DT
ex-member OOV
of DT
the DT
Postal DT
Service DT
board DT
of DT
governors NNS 
, , 
to TO 
accept DT
$ $ 
23,000 CD 
in DT
bribes NNS 
, , 
kickbacks NNS 
and DT
gratuities NNS 
. . 
 OOV
Mr. NNP 
Voss NNP 
was VBD 
previously RB 
sentenced DT
to TO 
four CD 
years NNS 
in DT
prison NN 
and DT
fined DT
$ $ 
11,000 CD 
for DT
his DT
role NN 
in DT
the DT
scheme NN 
. . 
 OOV
In DT
the DT
agreement NN 
, , 
Recognition NNP 
agreed DT
to TO 
pay DT
the DT
government NN 
$ $ 
20,000 CD 
in DT
return DT
for DT
the DT
release DT
of DT
all DT
claims DT
against IN 
the DT
company NN 
, , 
Mr. NNP 
Moore NNP 
and DT
Mr. NNP 
Reedy NNP 
. . 
 OOV
The DT
five CD 
additional JJ 
defendants NNS 
were VBD 
n't RB 
parties DT
to TO 
the DT
settlement NN 
. . 
 OOV
A DT
trial NN 
on DT
criminal DT
allegations NNS 
against IN 
the DT
company NN 
and DT
the DT
same JJ 
two CD 
former DT
executives NNS 
began VBD 
Sept. DT
27 CD 
in DT
federal JJ 
court DT
for DT
the DT
District DT
of DT
Columbia NNP 
. . 
 OOV
They PRP 
were VBD 
indicted DT
last DT
October NNP 
on DT
charges DT
of DT
fraud NN 
, , 
theft NN 
and DT
conspiracy NN 
related DT
to TO 
an DT
effort NN 
to TO 
win DT
$ $ 
400 CD 
million CD 
in DT
Postal DT
Service DT
equipment NN 
contracts DT
by DT
the DT
maker NN 
of DT
data DT
management NN 
equipment NN 
. . 
 OOV
The DT
company NN 
and DT
its PRP$ 
executives NNS 
deny DT
the DT
charges DT
. . 
 OOV
In DT
a DT
related DT
development NN 
, , 
Recognition NNP 
Equipment DT
said DT
the DT
Postal DT
Service DT
has DT
barred DT
the DT
company NN 
from IN 
bidding DT
on DT
postal JJ 
contracts DT
for DT
an DT
additional JJ 
120 CD 
days DT
. . 
 OOV
The DT
Postal DT
Service DT
originally RB 
suspended DT
the DT
company NN 
Oct. DT
7 CD 
, , 
1988 CD 
, , 
and DT
has DT
been VBN 
renewing VBG 
the DT
ban DT
ever RB 
since DT
. . 
 OOV
The DT
company NN 
said DT
it PRP 
will DT
continue DT
to TO 
pursue VB 
a DT
lifting DT
of DT
the DT
suspension NN 
. . 
 OOV
Intel NNP 
Corp. DT
reported DT
a DT
50 CD 
% DT
drop DT
in DT
third-quarter DT
net DT
income NN 
, , 
partly RB 
because DT
of DT
a DT
one-time JJ 
charge DT
for DT
discontinued DT
operations NNS 
. . 
 OOV
The DT
big JJ 
semiconductor NN 
and DT
computer NN 
maker NN 
, , 
said DT
it PRP 
had DT
net DT
of DT
$ $ 
72 CD 
million CD 
, , 
or CC 
38 CD 
cents NNS 
, , 
down DT
50 CD 
% DT
from IN 
$ $ 
142.7 OOV
million CD 
, , 
or CC 
78 CD 
cents NNS 
a DT
share DT
. . 
 OOV
The DT
lower DT
net DT
included DT
a DT
charge DT
of DT
$ $ 
35 CD 
million CD 
, , 
equal DT
to TO 
12 CD 
cents NNS 
a DT
share DT
on DT
an DT
after-tax JJ 
basis NN 
, , 
for DT
the DT
cost DT
of DT
abandoning VBG 
a DT
computer-systems NNS 
joint DT
venture DT
with DT
Siemens NNP 
AG NNP 
of DT
West DT
Germany NNP 
. . 
 OOV
Earning OOV
also RB 
fell DT
from IN 
the DT
year-ago JJ 
period NN 
because DT
of DT
slowing DT
microchip OOV
demand DT
. . 
 OOV
Sales DT
amounted DT
to TO 
$ $ 
771.4 OOV
million CD 
, , 
down DT
1.7 CD 
% DT
from IN 
$ $ 
784.9 OOV
million CD 
. . 
 OOV
Intel NNP 
's DT
stock DT
rose DT
in DT
early DT
over-the-counter DT
trading DT
Friday NNP 
, , 
as DT
investors NNS 
appeared DT
relieved DT
that DT
the DT
company NN 
's DT
income NN 
from IN 
continuing DT
operations NNS 
was VBD 
only DT
slightly RB 
below DT
the DT
second DT
quarter NN 
's DT
earnings DT
of DT
$ $ 
99.3 OOV
million CD 
, , 
or CC 
53 CD 
cents NNS 
a DT
share DT
, , 
and DT
that DT
sales DT
actually RB 
exceeded DT
the DT
$ $ 
747.3 OOV
million CD 
for DT
the DT
second DT
period NN 
. . 
 OOV
But DT
Intel NNP 
later DT
succumbed OOV
to TO 
the DT
stock DT
market DT
's DT
plunge DT
, , 
closing DT
at DT
$ $ 
31.75 CD 
, , 
down DT
$ $ 
2.125 CD 
. . 
 OOV
In DT
August NNP 
, , 
Intel NNP 
warned DT
that DT
third-quarter DT
earnings DT
might DT
be DT
`` `` 
flat DT
to TO 
down DT
'' '' 
from IN 
the DT
previous JJ 
period NN 
's DT
because DT
of DT
slowing DT
sales DT
growth DT
of DT
its PRP$ 
80386 CD 
microprocessor NN 
, , 
start-up DT
costs DT
associated DT
with DT
a DT
line DT
of DT
computers NNS 
and DT
costs DT
of DT
preparing VBG 
for DT
mass DT
shipments NNS 
of DT
the DT
company NN 
's DT
new JJ 
80486 CD 
chip NN 
in DT
the DT
current DT
quarter NN 
. . 
 OOV
On DT
